eeg_mean,eeg_variance,EEG_feature
3042848986.5411487,5.882818296998717e+21,1.0000000000139744
5742540133580.563,4.1985425283459e+28,1.0000997343512157
589291467338.5334,4.439125841539192e+26,1.000001054492917
12271843.559980385,2.0797242434293533e+17,1.0000000000000004
10272668.821496585,1.1562259688548725e+17,1.0000000000000002
43603028.99755938,1.7335425043786895e+18,1.000000000000004
7068939996454.098,6.37721818443451e+28,1.0001514877398268
13244865.669559421,2.2491433701845062e+17,1.0000000000000004
1165728119512.6455,2.4163093839085847e+27,1.0000057398263114
35983416273.0384,1.681325549285215e+24,1.0000000039939076
13945198.07264189,2.6567525034036682e+17,1.0000000000000007
11356842.575651314,8.140757213460128e+16,1.0000000000000002
817439014.5744891,8.525086847191322e+20,1.000000000002025
5261463.965062944,3.2859395375735972e+16,1.0
10418990.779247016,1.3940130680106454e+17,1.0000000000000002
14161288.312276883,3.157125222140108e+17,1.0000000000000007
10840000.505796734,1.517402122430934e+17,1.0000000000000004
2616164601397.3203,8.715971255321894e+27,1.0000207043690161
7376722.357361331,4.0909132766122536e+16,1.0
7383308.5135535905,4.203515493636138e+16,1.0
11080207.814481389,1.575427053867491e+17,1.0000000000000004
6450622.11197793,5.407899087039766e+16,1.0000000000000002
43727509304062.38,4.835616338117453e+30,1.0114867732065154
12833800670.850079,2.156652082787856e+23,1.0000000005123022
254748138181.29694,8.256736212625355e+25,1.0000001961347833
47046112451.6114,2.870822212317125e+24,1.0000000068194996
709504369880.3866,6.432754281152419e+26,1.0000015280697299
563242760591.5905,4.0438251605409445e+26,1.0000009605911482
3357600.317159022,6524839313446691.0,1.0
191434171326.58994,4.662579797820792e+25,1.0000001107573326
11543748.346218232,2.187736369622926e+17,1.0000000000000004
11892198.138434952,1.8140815346816003e+17,1.0000000000000004
844494432216.5016,9.111443461501206e+26,1.0000021643794152
17045557.355052833,4.909049377893108e+17,1.000000000000001
421791720.16838425,1.5800873920890605e+20,1.0000000000003753
46968874958.15603,2.997970564007507e+24,1.0000000071215343
13430454.521016484,2.5066674416002826e+17,1.0000000000000007
11333777.781392545,1.3454487879292962e+17,1.0000000000000002
12979094.42009979,2.0853094099008816e+17,1.0000000000000004
25105721.84630338,9.095206651291822e+17,1.0000000000000022
203901561497.95505,5.283674383680651e+25,1.0000001255111346
14883926.747407459,2.7593158423734486e+17,1.0000000000000007
16228897.413138855,1.3902175787861891e+17,1.0000000000000002
927438631.5060335,5.817296340220011e+20,1.0000000000013818
5025434.889332693,1.8899182489562096e+16,1.0
677495243872.5797,9.546956833252057e+26,1.0000022678335145
10178194.382665204,1.4174542192860395e+17,1.0000000000000002
13512856.652741445,2.3181407953463232e+17,1.0000000000000004
401665769955532.6,4.08322267156655e+32,1.9699498368029462
78533633.0674615,6.213337379867093e+18,1.0000000000000147
